ExperimentName,Subject,Session,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,Gender,Group,Handedness,HomeCountry,NativeLanguage,RandomSeed,RuntimeCapabilities,RuntimeVersion,RuntimeVersionExpected,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,Block,BottomGender,Bottomprofession,ComprehensionQuestion.RESP,ComprehensionQuestion.RT,GenderCondition,HierarchyCondition,HighPosition,ItemNo,list1,list10,list11,list12,list13,list14,list15,list16,list17,list18,list19,list2,list20,list21,list22,list23,list24,list25,list26,list27,list28,list29,list3,list30,list31,list32,list4,list5,list6,list7,list8,list9,LowPosition,MainConditionTable,MainExperimentBlock1,MainExperimentBlock1.Cycle,MainExperimentBlock1.Sample,MainExperimentBlock2,MainExperimentBlock2.Cycle,MainExperimentBlock2.Sample,MainList,MainQuestion.RESP,MainQuestion.RT,MainQuestion.RTTime,MainScreen.RESP,MainScreen.RT,MainScreen.RTTime,PairName,PracticeDisplayTime,PracticeHigh,PracticeLow,PracticeQuestion,PracticeRun,PracticeRun.Cycle,PracticeRun.Sample,PracticeText.RESP,PracticeText.RT,Procedure,Question,QuestionDisplayTime,Running,TopGender,TopProfession
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,100,male,dancer,,,FemaleTop,TopPower,dance instructor,20,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,dancer,1,,,,1,1,30,20,,0,0,{UPARROW},1607,529261,dance_instructor:dancer,,,,,,,,,,MainProcedure,,0,MainExperimentBlock2,female,dance instructor
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,101,male,captain,,,FemaleTop,BottomPower,captain,3,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,sailor,1,,,,1,1,31,3,,0,0,{DOWNARROW},1479,532013,captain:sailor,,,,,,,,,,MainProcedure,,0,MainExperimentBlock2,female,sailor
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,102,female,kitchen porter,,,MaleTop,TopPower,cook,30,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,kitchen porter,1,,,,1,1,32,30,,0,0,{UPARROW},4055,537353,cook:porter,,,,,,,,,,MainProcedure,,0,MainExperimentBlock2,male,cook
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,103,female,judge,,,MaleTop,BottomPower,judge,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,law clerk,2,,,,1,1,33,6,{UPARROW},1341,542548,{DOWNARROW},2069,540695,judge:clerk,,,,,,,,,,MainProcedure,Was the male at the top or bottom?,15000,MainExperimentBlock2,male,law clerk
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,104,male,landowner,,,FemaleTop,BottomPower,landowner,32,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,labourer,1,,,,1,1,34,32,,0,0,{DOWNARROW},1167,544489,landowner:labourer,,,,,,,,,,MainProcedure,,0,MainExperimentBlock2,female,labourer
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,105,male,architect,,,FemaleTop,BottomPower,architect,21,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,builder,1,,,,1,1,35,21,,0,0,{DOWNARROW},3187,548956,architector:builder,,,,,,,,,,MainProcedure,,0,MainExperimentBlock2,female,builder
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,106,female,footballer,,,MaleTop,TopPower,referee,12,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footballer,1,,,,1,1,36,12,,0,0,{UPARROW},1002,551233,referee:footballer,,,,,,,,,,MainProcedure,,0,MainExperimentBlock2,male,referee
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,107,female,employer,,,MaleTop,BottomPower,employer,10,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,employee,1,,,,1,1,37,10,,0,0,{DOWNARROW},1596,554108,employer:employee,,,,,,,,,,MainProcedure,,0,MainExperimentBlock2,male,employee
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,108,male,conductor,,,FemaleTop,BottomPower,conductor,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,musician,1,,,,1,1,38,7,,0,0,{DOWNARROW},5384,560777,conductor:musician,,,,,,,,,,MainProcedure,,0,MainExperimentBlock2,female,musician
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,109,female,law clerk,,,MaleTop,TopPower,judge,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,law clerk,1,,,,1,1,39,6,,0,0,{UPARROW},4368,566421,judge:clerk,,,,,,,,,,MainProcedure,,0,MainExperimentBlock2,male,judge
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,110,female,child,,,MaleTop,TopPower,parent,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,child,3,,,,1,1,40,5,{DOWNARROW},2685,572247,{UPARROW},1350,569047,parent:child,,,,,,,,,,MainProcedure,Was the female at the top or bottom?,15000,MainExperimentBlock2,male,parent
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,111,male,factory manager,,,FemaleTop,BottomPower,factory manager,23,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,worker,1,,,,1,1,41,23,,0,0,{DOWNARROW},1273,574282,factory_manager:worker,,,,,,,,,,MainProcedure,,0,MainExperimentBlock2,female,worker
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,112,female,pupil,,,MaleTop,TopPower,teacher,17,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,pupil,1,,,,1,1,42,17,,0,0,{UPARROW},3122,578678,teacher:pupil,,,,,,,,,,MainProcedure,,0,MainExperimentBlock2,male,teacher
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,113,male,builder,,,FemaleTop,TopPower,architect,21,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,builder,3,,,,1,1,43,21,{DOWNARROW},2352,584385,{UPARROW},1566,581518,architector:builder,,,,,,,,,,MainProcedure,Was the female at the top or bottom?,15000,MainExperimentBlock2,female,architect
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,114,female,proofreader,,,MaleTop,TopPower,publisher,26,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,proofreader,1,,,,1,1,44,26,,0,0,{UPARROW},1425,586571,publisher:proofreader,,,,,,,,,,MainProcedure,,0,MainExperimentBlock2,male,publisher
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,115,male,shop manager,,,FemaleTop,BottomPower,shop manager,18,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,cashier,1,,,,1,1,45,18,,0,0,{DOWNARROW},2571,590415,shop_manager:cashier,,,,,,,,,,MainProcedure,,0,MainExperimentBlock2,female,cashier
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,116,female,bank manager,,,MaleTop,BottomPower,bank manager,29,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,bank clerk,1,,,,1,1,46,29,,0,0,{DOWNARROW},4052,595742,bank_manger:clerk,,,,,,,,,,MainProcedure,,0,MainExperimentBlock2,male,bank clerk
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,117,male,law clerk,,,FemaleTop,TopPower,judge,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,law clerk,1,,,,1,1,47,6,,0,0,{UPARROW},700,597718,judge:clerk,,,,,,,,,,MainProcedure,,0,MainExperimentBlock2,female,judge
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,118,female,junior stylist,,,MaleTop,TopPower,senior stylist,31,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,junior stylist,1,,,,1,1,48,31,,0,0,{UPARROW},871,599870,senior_stylist:stylist,,,,,,,,,,MainProcedure,,0,MainExperimentBlock2,male,senior stylist
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,119,female,officer,,,MaleTop,BottomPower,officer,24,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,cadet,1,,,,1,1,49,24,,0,0,{DOWNARROW},1403,602550,officer:cadet,,,,,,,,,,MainProcedure,,0,MainExperimentBlock2,male,cadet
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,120,male,restaurant owner,,,FemaleTop,BottomPower,restaurant owner,28,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,waiter,1,,,,1,1,50,28,,0,0,{DOWNARROW},1790,605618,restaurant_owner:waiter,,,,,,,,,,MainProcedure,,0,MainExperimentBlock2,female,waiter
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,121,male,senior stylist,,,FemaleTop,BottomPower,senior stylist,31,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,junior stylist,1,,,,1,1,51,31,,0,0,{DOWNARROW},2059,608950,senior_stylist:stylist,,,,,,,,,,MainProcedure,,0,MainExperimentBlock2,female,junior stylist
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,122,male,servant,,,FemaleTop,TopPower,monarch,13,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,servant,1,,,,1,1,52,13,,0,0,{UPARROW},1391,611629,monarch:servant,,,,,,,,,,MainProcedure,,0,MainExperimentBlock2,female,monarch
professions_englishA,7,18,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338388</Frequency><Timestamp dt:dt=""r8"">14072487288</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-02T13:00:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-007-18,60.06,1.0.0.118,female,1,right,England,English,1188054298,Standard,2.0.10.353,2.0.10.353,02/02/2017,02/02/2017 13:00,13:00:25,2.0.10.248,123,female,employee,,,MaleTop,TopPower,employer,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,employee,1,,,,1,1,53,10,,0,0,{UPARROW},1053,613955,employer:employee,,,,,,,,,,MainProcedure,,0,MainExperimentBlock2,male,employer
